0,1,2,3,4
0.47865527868270874,0.5249399542808533,0.49906641244888306,0.5316084027290344,0.4745265543460846
0.5416222214698792,0.5118698477745056,0.516404390335083,0.5430781245231628,0.5230728387832642
0.54429030418396,0.5297412872314453,0.5222725868225098,0.5790877342224121,0.5345425605773926
0.5616328716278076,0.542811393737793,0.5356094837188721,0.5764203667640686,0.5462790131568909
0.5859124660491943,0.5580154657363892,0.5500133633613586,0.5865564346313477,0.5665510892868042
0.602454662322998,0.5646839141845703,0.5620165467262268,0.6041610836982727,0.5774873495101929
0.6264674663543701,0.5854894518852234,0.5633502006530762,0.6303014159202576,0.5926913619041443
0.631003201007843,0.5977594256401062,0.5820218920707703,0.6367031335830688,0.6038943529129028
0.647545337677002,0.6054947972297668,0.6014937162399292,0.6449719667434692,0.6193651556968689
0.6603521704673767,0.6271005868911743,0.6078954339027405,0.6468391418457031,0.6289677023887634
0.6776947975158691,0.636436402797699,0.6222992539405823,0.6668444871902466,0.6465724110603333
0.6926360726356506,0.6425713300704956,0.6255001425743103,0.6903173923492432,0.6535075902938843
0.697438657283783,0.6567084789276123,0.6353694200515747,0.6865831017494202,0.6625766754150391
0.7001067399978638,0.666044294834137,0.6407042145729065,0.6895171999931335,0.6761803030967712
0.7123799324035645,0.6791144013404846,0.650306761264801,0.6953854560852051,0.6847159266471863
0.7198505997657776,0.6857828497886658,0.6607095003128052,0.7089890837669373,0.6887170076370239
0.7169156670570374,0.6892504692077637,0.6769805550575256,0.7103227376937866,0.6969858407974243
0.7302561402320862,0.6977860927581787,0.6780474781990051,0.7255268096923828,0.6972525715827942
0.7323905825614929,0.7020539045333862,0.6847159266471863,0.7137903571128845,0.711122989654541
0.7294557094573975,0.7105894684791565,0.6863163709640503,0.726860523223877,0.7159242630004883
0.738527238368988,0.7135236263275146,0.7020539045333862,0.7324619889259338,0.7209922671318054
0.7374599575996399,0.7196585536003113,0.7020539045333862,0.7345958948135376,0.726860523223877
0.739861249923706,0.7289943695068359,0.716457724571228,0.7415310740470886,0.7300613522529602
0.744396984577179,0.7252600789070129,0.718058168888092,0.7417978048324585,0.7327287197113037
0.7462646961212158,0.7319285273551941,0.7263270020484924,0.746065616607666,0.7369965314865112
0.7475987076759338,0.7319285273551941,0.7252600789070129,0.746065616607666,0.7425979971885681
0.7548025846481323,0.7361963391304016,0.7257935404777527,0.7559348940849304,0.7441984415054321
0.7537353038787842,0.7436649799346924,0.7313950657844543,0.7538009881973267,0.7497999668121338
0.7438634037971497,0.7428647875785828,0.7399306297302246,0.7532675266265869,0.74766606092453
0.7537353038787842,0.7447319030761719,0.7319285273551941,0.7495332360267639,0.7412643432617188
0.7505336403846741,0.7522006034851074,0.739130437374115,0.761803150177002,0.7570018768310547
0.7569370269775391,0.7527340650558472,0.7457988858222961,0.754601240158081,0.7564684152603149
0.7596051096916199,0.7607361674308777,0.7481995224952698,0.7642037868499756,0.7554014325141907
0.7566702365875244,0.7572686076164246,0.7473993301391602,0.7570018768310547,0.751400351524353
0.7636072635650635,0.7626033425331116,0.7497999668121338,0.7636703252792358,0.7559348940849304
0.7553361654281616,0.7602027058601379,0.7538009881973267,0.7647372484207153,0.7591357827186584
0.7553361654281616,0.7652707099914551,0.7535342574119568,0.7647372484207153,0.7559348940849304
0.7625400424003601,0.7599359750747681,0.7511336207389832,0.7655375003814697,0.7620698809623718
0.755069375038147,0.7612696886062622,0.7540677785873413,0.7716724276542664,0.7596692442893982
0.7662753462791443,0.7652707099914551,0.7623366117477417,0.7690050601959229,0.7567351460456848
,0.7690050601959229,0.7652707099914551,0.7706055045127869,0.7575353384017944
,0.7700720429420471,0.7679381370544434,0.7714056968688965,0.761803150177002
,0.7735396027565002,0.7679381370544434,0.7714056968688965,0.7666044235229492
,0.7786076068878174,0.7732728719711304,0.7679381370544434,0.763403594493866
,,0.7727394104003906,0.7650039792060852,0.7682048678398132
,,0.7716724276542664,0.7743397951126099,0.7679381370544434
,,0.7695385217666626,0.7727394104003906,0.7650039792060852
,,0.7690050601959229,,0.7668711543083191
,,0.7732728719711304,,0.7690050601959229
,,0.781008243560791,,0.7754067778587341
,,0.7775406837463379,,0.7727394104003906
,,0.7783408761024475,,
,,0.7754067778587341,,
,,0.7732728719711304,,
,,0.7823419570922852,,
,,0.7794078588485718,,
,,0.7834088802337646,,
