0,1,2,3
0.2802298665046692,0.2603628933429718,0.2606733441352844,0.2612752616405487
0.2597164809703827,0.2578901946544647,0.25774750113487244,0.25882965326309204
0.2580343186855316,0.25593090057373047,0.25583335757255554,0.2578786611557007
0.2562692165374756,0.25441887974739075,0.2540898025035858,0.2556682527065277
0.25477614998817444,0.2527347207069397,0.25209230184555054,0.25389567017555237
0.2535754442214966,0.2514548897743225,0.25033554434776306,0.25261035561561584
0.2524013817310333,0.2501814067363739,0.2490137666463852,0.2512378692626953
0.2511109709739685,0.24873432517051697,0.24745945632457733,0.25022998452186584
0.250438928604126,0.24778446555137634,0.24613146483898163,0.24878130853176117
0.2497878074645996,0.24636051058769226,0.24407821893692017,0.24763937294483185
0.24908959865570068,0.24516597390174866,0.24223893880844116,0.24660201370716095
0.24817302823066711,0.244249165058136,0.24023708701133728,0.24545444548130035
0.2475980818271637,0.24314413964748383,0.23847290873527527,0.24464625120162964
0.2470199167728424,0.24209129810333252,0.23654256761074066,0.24319766461849213
0.24653580784797668,0.24130089581012726,0.23419123888015747,0.2419774979352951
0.24626223742961884,0.2405156046152115,0.23236224055290222,0.24076347053050995
0.24571514129638672,0.2395990639925003,0.23153148591518402,0.23915573954582214
0.2450258433818817,0.23902523517608643,0.22960883378982544,0.23878054320812225
0.2447051852941513,0.23837031424045563,0.22874489426612854,0.23655925691127777
0.24398817121982574,0.23775050044059753,0.22717145085334778,0.23534069955348969
0.24464286863803864,0.23723086714744568,0.22638186812400818,0.23371663689613342
0.24359653890132904,0.236495241522789,0.2261551469564438,0.2319202870130539
0.24331630766391754,0.2362559735774994,0.22421517968177795,0.23031604290008545
0.2427874654531479,0.23579271137714386,0.2225295901298523,0.22869086265563965
0.2421289086341858,0.2355189472436905,0.22190243005752563,0.22715167701244354
0.24151062965393066,0.23479729890823364,0.22119595110416412,0.22541669011116028
0.24114470183849335,0.23427796363830566,0.21987831592559814,0.2251332402229309
0.24055373668670654,0.23383459448814392,0.2190139889717102,0.22367295622825623
0.2394714504480362,0.23348593711853027,0.21772949397563934,0.22252006828784943
0.23880302906036377,0.2330293506383896,0.21634279191493988,0.22180746495723724
0.23849713802337646,0.2322942018508911,0.21532435715198517,0.22078578174114227
0.23820850253105164,0.23237352073192596,0.21423007547855377,0.21979250013828278
0.23662413656711578,0.23203352093696594,0.2124059796333313,0.21894806623458862
0.23591068387031555,0.23124738037586212,0.2112157791852951,0.21809819340705872
0.2350720465183258,0.23074372112751007,0.2097189724445343,0.2165592610836029
0.2348463386297226,0.230350062251091,0.20830686390399933,0.21602605283260345
0.23369181156158447,0.22984589636325836,0.20669078826904297,0.21489843726158142
0.2334827333688736,0.22934959828853607,0.20504574477672577,0.21411888301372528
0.23243193328380585,0.2291618287563324,0.2042369842529297,0.21344389021396637
0.2315603345632553,0.2285897135734558,0.20253252983093262,0.21193616092205048
0.2307320386171341,0.22803840041160583,0.20166724920272827,0.21106629073619843
0.2304818034172058,0.22742962837219238,0.20021595060825348,0.21017257869243622
0.22902706265449524,0.22731299698352814,0.1987265646457672,0.20989477634429932
0.22892199456691742,0.22652967274188995,0.19749094545841217,0.2080434411764145
0.2277148813009262,0.22611677646636963,0.19660256803035736,0.20743145048618317
0.2270074188709259,0.22563377022743225,0.19492708146572113,0.206060990691185
0.22653941810131073,0.22494687139987946,0.19416813552379608,0.20526748895645142
0.22511465847492218,0.22475607693195343,0.19324330985546112,0.20411014556884766
0.22412756085395813,0.22449946403503418,0.192562073469162,0.20322377979755402
0.2231682389974594,0.2238357663154602,0.19146102666854858,0.20249955356121063
0.22271431982517242,0.22294580936431885,0.19179461896419525,0.20137672126293182
0.22186054289340973,0.22264456748962402,0.19014503061771393,0.20060937106609344
0.22057080268859863,0.22195248305797577,0.18954035639762878,0.19999799132347107
0.21955275535583496,0.22134724259376526,0.18898026645183563,0.19934476912021637
0.21910113096237183,0.22097185254096985,0.18809032440185547,0.19807219505310059
0.21786463260650635,0.22047747671604156,0.18758365511894226,0.1979716420173645
0.21715816855430603,0.2196389138698578,0.18757963180541992,0.19688579440116882
0.21616527438163757,0.21899618208408356,0.1863478273153305,0.1961364448070526
0.2152629792690277,0.2185424268245697,0.18580803275108337,0.1952514946460724
0.214777871966362,0.21767887473106384,0.18540865182876587,0.1947857290506363
0.2141118198633194,0.21708758175373077,0.18543027341365814,0.19382993876934052
0.21344277262687683,0.21650026738643646,0.18484993278980255,0.19283977150917053
0.21212397515773773,0.21588699519634247,0.18424125015735626,0.19249506294727325
0.21111290156841278,0.21534188091754913,0.18472488224506378,0.19198405742645264
0.21006685495376587,0.21460840106010437,0.1836424618959427,0.19099663197994232
0.20953544974327087,0.21383248269557953,0.18347413837909698,0.190782830119133
0.20837470889091492,0.2136678844690323,0.18263794481754303,0.1900084912776947
0.2075277715921402,0.2124188095331192,0.18271754682064056,0.18887846171855927
0.20583289861679077,0.2118903249502182,0.1824355274438858,0.1886095106601715
0.20593661069869995,0.2112889587879181,0.18173430860042572,0.18802198767662048
0.20406591892242432,0.21063795685768127,,
0.20308953523635864,0.210896298289299,,
0.20204098522663116,0.20938825607299805,,
0.20083126425743103,0.2087443470954895,,
0.19971656799316406,0.208391472697258,,
0.19866424798965454,0.20710308849811554,,
0.19749483466148376,0.20685628056526184,,
0.1966554969549179,0.20630648732185364,,
0.19541053473949432,0.20531783998012543,,
0.19376248121261597,0.20472154021263123,,
0.1933075338602066,0.20385688543319702,,
0.1928849220275879,0.20299559831619263,,
0.19138042628765106,0.20228129625320435,,
0.1911286860704422,0.20181487500667572,,
0.18950648605823517,0.20160841941833496,,
0.1891821175813675,0.20091640949249268,,
0.18843728303909302,0.20000548660755157,,
0.18769146502017975,0.19872283935546875,,
0.1871022880077362,0.19894246757030487,,
0.18636874854564667,0.19829529523849487,,
0.1857934594154358,0.1983516365289688,,
0.18465656042099,0.19704319536685944,,
0.1839672476053238,0.19642850756645203,,
0.1834806650876999,0.19614170491695404,,
0.18387718498706818,0.19517095386981964,,
0.1824551820755005,0.19509552419185638,,
0.1815953403711319,0.19425830245018005,,
0.1819939762353897,0.1938728243112564,,
0.1811351627111435,0.19275255501270294,,
0.18115073442459106,0.1930941790342331,,
