0,1,2
0.5248132348060608,0.5060015916824341,0.5158708691596985
0.5218783617019653,0.5241397619247437,0.5345425605773926
0.5264140963554382,0.5334755778312683,0.5329421162605286
0.5402881503105164,0.5345425605773926,0.5348092913627625
0.5416222214698792,0.5337423086166382,0.5473459362983704
0.5416222214698792,0.5441451072692871,0.5449452996253967
0.545624315738678,0.5462790131568909,0.5569485425949097
0.5464247465133667,0.5516137480735779,0.5606828331947327
0.5464247465133667,0.5572152733802795,0.572419285774231
0.5589647889137268,0.5606828331947327,0.5750867128372192
0.5589647889137268,0.5617498159408569,0.5812216401100159
0.5712379813194275,0.5625500082969666,0.5900239944458008
0.5781750082969666,0.5697519183158875,0.603627622127533
0.5757737755775452,0.5721525549888611,0.605228066444397
0.5877801775932312,0.5750867128372192,0.6161643266677856
0.5933831334114075,0.58255535364151,0.6134969592094421
0.5957844257354736,0.5940250754356384,0.6281675100326538
0.6035218834877014,0.6049613356590271,0.6388370394706726
0.6152614951133728,0.6100293397903442,0.641771137714386
0.6123265624046326,0.6182982325553894,0.6529741287231445
0.6181963682174683,0.6273673176765442,0.6527073979377747
0.6221985220909119,0.634835958480835,0.6617764830589294
0.6307364106178284,0.641771137714386,0.6607095003128052
0.6435432434082031,0.6593758463859558,0.6617764830589294
0.648078978061676,0.6631101369857788,0.6676446795463562
0.6472785472869873,0.666044294834137,0.6719124913215637
0.6494130492210388,0.6753801107406616,0.6708455681800842
0.6638206839561462,0.6785809397697449,0.6748466491699219
0.6654215455055237,0.6825820207595825,0.6780474781990051
0.6635538935661316,0.6876500248908997,0.6812483072280884
0.6683564782142639,0.6855161190032959,0.6780474781990051
0.6675560474395752,0.6892504692077637,0.6895171999931335
0.6712913513183594,0.6961856484413147,0.68684983253479
0.6699573397636414,0.6913843750953674,0.6943184733390808
0.6776947975158691,0.6953854560852051,0.6937850117683411
0.6808964610099792,0.6985862851142883,0.6975193619728088
0.6859658360481262,0.7017871141433716,0.6999199986457825
0.6881003379821777,0.7020539045333862,0.6959189176559448
0.6945037245750427,0.7001867294311523,0.7039210200309753
0.6950373649597168,0.6967191100120544,0.6999199986457825
0.7017076015472412,0.7073886394500732,0.7007201910018921
0.703842043876648,0.7039210200309753,0.7044545412063599
0.7049092650413513,0.7121899127960205,0.702587366104126
0.7091782093048096,0.7073886394500732,0.7092558145523071
0.7091782093048096,0.707922101020813,0.7097892761230469
0.7150480151176453,0.7044545412063599,0.7113897204399109
0.7075773477554321,0.7132568955421448,0.7127233743667603
0.7153148055076599,0.7137903571128845,0.7132568955421448
0.7102454900741577,0.7127233743667603,0.7161909937858582
0.7193169593811035,0.7143238186836243,0.7185916304588318
0.7211846113204956,0.718058168888092,0.7169911861419678
0.7166488766670227,0.7175246477127075,0.7228594422340393
0.7241195440292358,0.718058168888092,0.7183248996734619
0.7238526940345764,0.7185916304588318,0.7140570878982544
0.7249199748039246,0.7252600789070129,0.7183248996734619
0.7254535555839539,0.7207255363464355,0.7252600789070129
0.7243863344192505,0.7204588055610657,0.7207255363464355
0.7291889190673828,0.7255268096923828,0.7199252843856812
0.7291889190673828,0.7247266173362732,0.7241930961608887
0.7337246537208557,0.7284609079360962,0.7212589979171753
0.7321237921714783,0.7249933481216431,
0.7318570017814636,0.7281941771507263,
0.7259871959686279,0.7249933481216431,
0.7305229306221008,0.7305948138237,
0.7331910133361816,0.7335289120674133,
0.7313233613967896,0.7255268096923828,
0.7267876267433167,0.7329954504966736,
0.7297224998474121,0.7353960871696472,
0.7326574325561523,0.7345958948135376,
0.7345250844955444,0.7289943695068359,
0.732924222946167,0.7332621812820435,
0.7347918748855591,0.7327287197113037,
